clientbankpartner_pin,partnerrolestart_date,day_0,day_1,day_2,day_3,day_4,day_5,day_6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,partnerrolestart_date_year,partnerrolestart_date_month,partnerrolestart_date_day,partnerrolestart_date_dayofweek,clients_count,days_after_partnership,active_months,last_active_month_ago,avg_clients_monthly,median_clients_monthly,std_clients_monthly,var_clients_monthly,max_clients_monthly,max_zero_month,is_any_1_month,is_any_2_month,is_any_3_month,last_month_to_avg,last_month_to_all,avg_clients_count_per_ccode,0_oh,1_oh,2_oh,3_oh,4_oh,5_oh,2-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,max_diff,min_diff,avg_weekdays,median_weekdays,std_weekdays,var_weekdays,weekday2weekends,weekday2all,weekends2all,active_in_weekends,target
117713,2020-05-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,5,1,4,1,92,1,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
121519,2019-02-01,5.0,6.0,1.0,14.0,4.0,7.0,3.0,2,1,2,0,1,2,7,4,4,2,2,1,0,2,6,0,0,4,2019,2,1,4,40,547,14,1,2.1176470588235294,2.0,1.9965367939384873,3.9861591695501732,7,2,1,0,0,1.8888888888888888,0.1,13.197445334487984,0,0,0,0,1,0,-1,1,-2,1,1,5,-3,0,-2,0,-1,-1,2,4,-6,0,4,5,-6,5.714285714285714,5.0,3.8438925848782026,14.775510204081629,3.0,0.75,0.25,1,0
121097,2019-01-01,2.0,2.0,4.0,6.0,0.0,1.0,2.0,2,1,0,1,0,2,1,4,2,1,1,0,1,1,0,0,0,0,2019,1,1,1,17,578,11,5,1.2307692307692308,1.0,1.049090899768143,1.1005917159763317,4,1,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,-1,-1,1,-1,2,-1,3,-2,-1,0,-1,1,0,-1,0,0,0,3,-2,2.4285714285714284,2.0,1.8405855323893037,3.3877551020408165,4.666666666666667,0.8235294117647058,0.17647058823529413,1,0
239470,2020-03-01,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,3,2020,3,1,6,9,153,5,1,1.2,1.0,0.7483314773547883,0.56,2,1,1,1,1,2.5,0.3333333333333333,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,1,1,-1,2,2,-2,1.2857142857142858,1.0,1.1605769149479943,1.346938775510204,8.0,0.8888888888888888,0.1111111111111111,1,0
3647,2019-11-01,1.0,2.0,0.0,3.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,2019,11,1,4,12,274,4,7,3.6666666666666665,2.0,2.3570226039551585,5.555555555555556,7,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,-5,-1,-1,0,0,0,0,0,5,-5,1.7142857142857142,2.0,1.0301575072754257,1.0612244897959184,2.0,0.6666666666666666,0.3333333333333333,1,1
5653,2019-01-01,0.0,2.0,2.0,1.0,0.0,4.0,1.0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,1,1,1,1,2019,1,1,1,10,578,9,1,0.6,1.0,0.6110100926607788,0.3733333333333334,2,5,1,1,1,1.6666666666666667,0.1,13.197445334487984,0,0,0,0,1,0,0,1,1,-2,1,-1,0,0,0,0,1,-1,1,0,0,0,0,1,-2,1.4285714285714286,1.0,1.2936264483053452,1.673469387755102,1.0,0.5,0.5,1,0
3424,2019-10-01,0.0,3.0,0.0,5.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,6,5,3,2,0,0,0,0,0,0,2019,10,1,1,16,305,4,7,4.666666666666667,5.0,1.247219128924647,1.5555555555555554,6,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,6,-1,-2,-1,-2,0,0,0,0,0,6,-2,2.2857142857142856,2.0,1.979486637221574,3.918367346938776,1.6666666666666667,0.625,0.375,1,1
4025,2019-03-01,1.0,1.0,1.0,5.0,0.0,2.0,3.0,0,0,1,1,0,0,0,1,0,1,1,1,1,2,1,1,1,1,2019,3,1,4,13,519,12,1,0.8,1.0,0.5416025603090641,0.2933333333333334,2,3,1,1,1,1.25,0.07692307692307693,9.216780238500851,0,0,0,0,0,1,0,1,0,-1,0,0,1,-1,1,0,0,0,1,-1,0,0,0,1,-1,1.8571428571428572,1.0,1.5518257844571737,2.4081632653061225,1.6,0.6153846153846154,0.38461538461538464,1,0
3820,2018-12-01,3.0,3.0,1.0,5.0,1.0,1.0,1.0,2,0,1,1,0,1,0,1,2,0,2,2,0,1,1,0,0,1,2018,12,1,5,15,609,11,1,0.8235294117647058,1.0,0.7848037684780196,0.615916955017301,2,2,1,0,0,1.2142857142857144,0.06666666666666667,9.216780238500851,0,0,0,0,0,1,-2,1,0,-1,1,-1,1,1,-2,2,0,-2,1,0,-1,0,1,2,-2,2.142857142857143,1.0,1.456862718169367,2.1224489795918364,6.5,0.8666666666666667,0.13333333333333333,1,0
13980,2019-07-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,7,1,0,2,397,2,12,0.5,0.5,0.5,0.25,1,1,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
232698,2020-01-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,1,1,2,1,213,1,7,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
284875,2020-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,5,1,4,1,92,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
121105,2019-01-01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,1,1,2,578,2,17,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
119137,2020-02-01,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2020,2,1,5,2,182,2,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,0
4127,2019-05-01,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2019,5,1,2,5,458,4,10,0.8,1.0,0.7483314773547883,0.56,2,1,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,1,-1,1,1,-2,1,-1,0,0,0,0,0,0,0,0,1,-2,0.7142857142857143,1.0,0.45175395145262565,0.20408163265306126,1.5,0.6,0.4,1,0
117929,2020-02-01,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,2020,2,1,5,7,182,5,2,0.8,1.0,0.4,0.16,1,1,0,1,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,3,-3,3,-3,1.0,1.0,0.7559289460184544,0.5714285714285714,2.5,0.7142857142857143,0.2857142857142857,1,0
298710,2020-05-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,5,1,4,1,92,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,0
121344,2019-02-01,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2019,2,1,4,6,547,5,1,0.26666666666666666,0.0,0.44221663871405337,0.1955555555555556,1,6,1,0,0,7.5,0.3333333333333333,13.197445334487984,0,0,0,0,1,0,0,1,-1,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,2,2,-1,0.8571428571428571,0.0,0.9897433186107869,0.9795918367346937,2.0,0.6666666666666666,0.3333333333333333,1,1
3216,2019-01-01,10.0,12.0,3.0,11.0,4.0,3.0,1.0,11,8,6,6,4,4,0,1,0,1,1,2,0,0,0,0,0,0,2019,1,1,1,44,578,10,7,3.8181818181818183,4.0,3.459326834625536,11.966942148760332,11,1,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,-3,-2,0,-2,0,-4,1,-1,1,0,1,-2,0,0,0,0,0,1,-4,6.285714285714286,4.0,4.199125273342592,17.63265306122449,10.0,0.9090909090909091,0.09090909090909091,1,1
4436,2020-06-01,18.0,6.0,17.0,16.0,0.0,18.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,34,2020,6,1,0,77,61,3,1,21.5,21.5,0.5,0.25,22,0,1,1,1,1.5813953488372092,0.44155844155844154,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-1,13,22,-1,11.0,16.0,7.4258236676383005,55.142857142857146,2.85,0.7402597402597403,0.2597402597402597,1,0
4033,2020-04-01,4.0,2.0,3.0,3.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,3,2020,4,1,2,16,122,5,1,3.25,3.5,1.7853571071357126,3.1875,5,0,1,1,1,0.9230769230769231,0.1875,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,-3,1,4,-3,2.2857142857142856,3.0,1.577908716741037,2.4897959183673466,3.0,0.75,0.25,1,0
221194,2019-12-01,28.0,8.0,4.0,6.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,5,7,12,23,2019,12,1,6,56,244,9,1,4.125,2.5,3.550968177835448,12.609375,12,0,1,1,1,5.575757575757576,0.4107142857142857,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-2,1,0,3,2,5,11,11,-2,8.0,6.0,8.41766849294642,70.85714285714286,6.0,0.8571428571428571,0.14285714285714285,1,0
125214,2019-04-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,1,0,2,488,2,15,0.5,0.5,0.5,0.25,1,1,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
12489,2019-12-01,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2019,12,1,6,4,244,1,9,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,0,0,0,0,0,4,-4,0.5714285714285714,0.0,0.9035079029052513,0.816326530612245,0.0,1.0,0.0,0,0
212215,2019-11-01,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2019,11,1,4,5,274,5,2,0.5,0.5,0.5,0.25,1,2,0,1,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,1,0,-1,1,-1,0.7142857142857143,0.0,0.8806305718527109,0.7755102040816325,1.5,0.6,0.4,1,1
131349,2019-04-01,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2019,4,1,0,7,488,4,2,0.38461538461538464,0.0,0.8355984993230935,0.6982248520710059,3,9,0,1,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,3,-1,-2,3,-2,1.0,1.0,0.9258200997725514,0.8571428571428571,0.75,0.42857142857142855,0.5714285714285714,1,1
188338,2020-01-01,3.0,4.0,8.0,2.0,2.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,1,5,0,2020,1,1,2,23,213,7,2,3.0,3.0,1.0,1.0,4,0,0,1,1,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,0,0,-2,4,-5,4,-5,3.2857142857142856,3.0,2.1189138534559038,4.4897959183673475,4.75,0.8260869565217391,0.17391304347826086,1,1
164386,2019-08-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2019,8,1,3,2,366,2,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,0.2857142857142857,0.0,0.4517539514526257,0.20408163265306128,0.0,1.0,0.0,0,0
4484,2019-10-01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2019,10,1,1,2,305,2,8,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.6998542122237652,0.48979591836734704,0.0,1.0,0.0,0,1
121335,2019-02-01,4.0,4.0,1.0,6.0,0.0,1.0,3.0,1,3,2,2,1,1,2,1,1,1,1,0,0,1,0,0,1,1,2019,2,1,4,19,547,14,1,1.0588235294117647,1.0,0.8022459821756386,0.6435986159169551,3,2,1,1,0,0.9444444444444444,0.05263157894736842,22.39424141749723,0,1,0,0,0,0,2,-1,0,-1,0,1,-1,0,0,0,-1,0,1,-1,0,1,0,2,-1,2.7142857142857144,3.0,1.979486637221574,3.9183673469387754,3.75,0.7894736842105263,0.21052631578947367,1,0
131436,2019-03-01,1.0,1.0,0.0,3.0,0.0,2.0,2.0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,1,0,0,0,2019,3,1,4,9,519,8,4,0.8888888888888888,1.0,0.5665577237325317,0.3209876543209877,2,1,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,2,-1,0,0,0,-1,1,0,-1,1,-1,0,0,2,-1,1.2857142857142858,1.0,1.0301575072754257,1.0612244897959184,1.25,0.5555555555555556,0.4444444444444444,1,0
12176,2019-10-01,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2019,10,1,1,4,305,3,9,1.5,1.5,0.5,0.25,2,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,1,-1,0.5714285714285714,0.0,0.7284313590846835,0.5306122448979591,3.0,0.75,0.25,1,1
144371,2019-05-01,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,2,0,0,2019,5,1,2,8,458,7,3,0.46153846153846156,0.0,0.49851851526214314,0.24852071005917165,1,4,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,1,0,-1,0,0,0,1,-1,1,0,-1,0,1,1,-2,0,1,-2,1.1428571428571428,1.0,0.6388765649999398,0.4081632653061224,3.0,0.75,0.25,1,0
213309,2019-12-01,5.0,20.0,12.0,27.0,3.0,25.0,16.0,0,0,0,0,0,0,0,0,0,4,11,23,35,23,6,5,1,0,2019,12,1,6,108,244,8,2,15.285714285714286,11.0,10.989791181095374,120.77551020408166,35,0,0,1,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,12,12,-12,-17,-1,-4,-1,12,-17,15.428571428571429,16.0,8.633111388421788,74.53061224489797,1.6341463414634145,0.6203703703703703,0.37962962962962965,1,1
137706,2019-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,4,1,0,1,488,1,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
125100,2019-04-01,4.0,2.0,2.0,3.0,2.0,0.0,1.0,0,0,3,3,2,1,2,0,1,0,0,0,0,0,1,0,0,1,2019,4,1,0,14,488,8,1,0.8666666666666667,0.0,1.0873004286866725,1.182222222222222,3,5,1,0,0,1.1538461538461537,0.07142857142857142,22.39424141749723,0,1,0,0,0,0,0,3,0,-1,-1,1,-2,1,-1,0,0,0,0,1,-1,0,1,3,-2,2.0,2.0,1.1952286093343936,1.4285714285714286,13.0,0.9285714285714286,0.07142857142857142,1,1
125985,2019-04-01,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2019,4,1,0,5,488,4,8,0.5,0.0,0.7071067811865476,0.5,2,4,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,2,-1,-1,1,-1,0,0,0,1,-1,0,0,0,0,0,0,2,-1,0.7142857142857143,1.0,0.45175395145262565,0.20408163265306126,1.5,0.6,0.4,1,1
121002,2019-04-01,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2019,4,1,0,4,488,2,4,0.09090909090909091,0.0,0.2874797872880344,0.08264462809917353,1,10,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,3,-3,0,0,3,-3,0.5714285714285714,0.0,0.7284313590846835,0.5306122448979591,1.0,0.5,0.5,1,1
230816,2019-12-01,14.0,12.0,7.0,8.0,5.0,13.0,9.0,0,0,0,0,0,0,0,0,0,0,5,9,6,9,13,13,7,6,2019,12,1,6,68,244,8,1,8.857142857142858,9.0,2.9485382057928993,8.693877551020408,13,0,1,1,1,0.6774193548387096,0.08823529411764706,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-3,3,4,0,-6,-1,5,-6,9.714285714285714,9.0,3.1036515689143473,9.63265306122449,2.090909090909091,0.6764705882352942,0.3235294117647059,1,0
153415,2019-06-01,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,2019,6,1,5,7,427,7,3,0.5,0.5,0.5,0.25,1,3,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,1,-1,0,0,1,-1,1,0,0,-1,1,-1,1,-1,0,1,-1,1.0,1.0,0.9258200997725514,0.8571428571428571,1.3333333333333333,0.5714285714285714,0.42857142857142855,1,1
312,2019-09-01,1.0,0.0,1.0,3.0,0.0,3.0,4.0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,1,0,2,2019,9,1,6,12,335,6,1,1.0,0.5,1.3416407864998738,1.8,4,4,1,0,1,2.0,0.16666666666666666,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,-3,-1,0,0,0,1,-1,2,2,-3,1.7142857142857142,1.0,1.4846149779161804,2.204081632653061,0.7142857142857143,0.4166666666666667,0.5833333333333334,1,0
147941,2019-05-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,1,2,2,458,2,15,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
125362,2019-06-01,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,2019,6,1,5,8,427,8,7,0.875,1.0,0.33071891388307384,0.109375,1,1,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1.1428571428571428,1.0,1.2453996981544782,1.551020408163265,1.6666666666666667,0.625,0.375,1,1
3445,2019-05-01,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0,0,0,2,1,3,3,1,0,0,1,1,1,0,0,0,0,0,2019,5,1,2,13,458,8,6,1.3333333333333333,1.0,1.0540925533894598,1.1111111111111112,3,2,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,2,-1,2,0,-2,-1,0,1,0,0,-1,0,0,0,0,2,-2,1.8571428571428572,2.0,0.6388765649999398,0.4081632653061224,2.25,0.6923076923076923,0.3076923076923077,1,1
15292,2019-07-01,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2019,7,1,0,5,397,5,2,0.36363636363636365,0.0,0.48104569292083466,0.23140495867768596,1,3,0,1,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,1,-1,0,0,1,-1,1,-1,0.7142857142857143,1.0,0.45175395145262565,0.20408163265306126,1.5,0.6,0.4,1,1
2831,2019-07-01,3.0,1.0,2.0,3.0,0.0,2.0,1.0,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,1,2019,7,1,0,12,397,11,1,0.8461538461538461,1.0,0.532938710021193,0.28402366863905326,2,1,1,0,1,1.1818181818181819,0.08333333333333333,9.216780238500851,0,0,0,0,0,1,0,0,0,1,0,-1,2,-1,0,0,0,0,0,-1,1,-1,1,2,-1,1.7142857142857142,2.0,1.0301575072754257,1.0612244897959184,3.0,0.75,0.25,1,0
2022,2019-08-01,2.0,2.0,0.0,2.0,1.0,1.0,6.0,0,0,0,0,0,0,2,2,0,1,1,3,1,1,1,0,1,1,2019,8,1,3,14,366,10,1,1.1818181818181819,1.0,0.8331955809010618,0.6942148760330579,3,1,1,1,0,0.8461538461538461,0.07142857142857142,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,2,0,-2,1,0,2,-2,0,0,-1,1,0,2,-2,2.0,2.0,1.7728105208558367,3.142857142857143,1.0,0.5,0.5,1,0
226535,2020-01-01,4.0,3.0,2.0,2.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,6,4,2020,1,1,2,14,213,6,1,1.4285714285714286,1.0,1.9166296949998196,3.6734693877551017,6,1,1,1,1,2.8,0.2857142857142857,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,5,-2,5,-2,2.0,2.0,1.1952286093343936,1.4285714285714286,3.6666666666666665,0.7857142857142857,0.21428571428571427,1,0
3744,2019-05-01,1.0,3.0,1.0,0.0,3.0,2.0,0.0,0,0,1,2,1,0,2,1,1,0,1,0,0,0,1,0,0,0,2019,5,1,2,10,458,8,4,0.75,1.0,0.7216878364870323,0.5208333333333334,2,3,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,1,1,-1,-1,2,-1,0,-1,1,-1,0,0,1,-1,0,0,2,-1,1.4285714285714286,1.0,1.178030178747903,1.3877551020408163,4.0,0.8,0.2,1,0
260613,2020-03-01,3.0,8.0,4.0,7.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,2,2020,3,1,6,30,153,5,1,7.0,7.0,5.0,25.0,12,0,1,1,1,0.2857142857142857,0.06666666666666667,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-10,0,0,12,-10,4.285714285714286,4.0,2.4327694808466287,5.918367346938775,2.75,0.7333333333333333,0.26666666666666666,1,1
211650,2020-01-01,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020,1,1,2,3,213,1,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,3,-3,0.42857142857142855,0.0,0.7284313590846835,0.5306122448979591,0.0,1.0,0.0,0,1
122851,2019-03-01,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2019,3,1,4,6,519,5,3,0.35714285714285715,0.0,0.6102859818083951,0.3724489795918368,2,6,0,0,1,0.0,0.0,22.39424141749723,0,1,0,0,0,0,1,0,-1,0,2,-2,0,0,0,0,0,1,-1,0,1,-1,0,2,-2,0.8571428571428571,0.0,1.1248582677159729,1.2653061224489794,5.0,0.8333333333333334,0.16666666666666666,1,1
14456,2019-01-01,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0,2,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2019,1,1,1,8,578,5,7,0.7,0.0,1.004987562112089,1.01,3,3,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,2,-2,1,-1,0,0,3,-3,1,-1,1,-1,0,0,0,0,0,3,-3,1.1428571428571428,1.0,0.9897433186107869,0.9795918367346937,3.0,0.75,0.25,1,0
236449,2020-01-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,1,1,2,1,213,1,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,0.0,1.0,1,0
